stop_id,MSOA11CD,MSOA11NM,stop_name,geometry
490001002J,E02000270,Ealing 033,Acton Central Station,POINT (-0.26405 51.50647)
490003083G,E02000270,Ealing 033,Acton Old Town Hall,POINT (-0.268912 51.5067)
490003088K,E02000270,Ealing 033,Acton Old Town Hall  Salisbury Street,POINT (-0.267401 51.50588)
490000002B,E02000270,Ealing 033,Acton Town,POINT (-0.279864 51.50402)
490011708N1,E02000270,Ealing 033,Roslin Road,POINT (-0.276942 51.49971)
490020303S,E02000270,Ealing 033,Acton Town Station  Enfield Road,POINT (-0.278861 51.50233)
490010968V,E02000270,Ealing 033,Petersfield Road,POINT (-0.266738 51.50399)
490010968W,E02000270,Ealing 033,Meon Road,POINT (-0.267057 51.50431)
4.90E+09,E02000270,Ealing 033,All Saints Road,POINT (-0.270028 51.50196)
490003267W,E02000270,Ealing 033,Newton Avenue,POINT (-0.269161 51.50203)
490010741E,E02000270,Ealing 033,Palmerston Road Stanley Road,POINT (-0.273306 51.50139)
490010741W,E02000270,Ealing 033,Palmerston Road Stanley Road,POINT (-0.273193 51.50132)
490011708S,E02000270,Ealing 033,Roslin Road,POINT (-0.276222 51.49934)
490015579N,E02000270,Ealing 033,Stanhope Way  Acton Works,POINT (-0.273547 51.49806)
490015579S,E02000270,Ealing 033,Stanhope Way  Acton Works,POINT (-0.273472 51.49815)
490015590S,E02000270,Ealing 033,Colville Road (W3),POINT (-0.275077 51.49874)
490015591E,E02000270,Ealing 033,Hanbury Road,POINT (-0.276076 51.50091)
490015591W,E02000270,Ealing 033,Hanbury Road,POINT (-0.276615 51.50074)
490000005A,E02000121,Brent 029,Alperton,POINT (-0.298935 51.54054)
490000005B,E02000121,Brent 029,Alperton,POINT (-0.299067 51.54087)
4.90E+09,E02000121,Brent 029,Alperton Sainsbury's,POINT (-0.302345 51.53802)
490003268W2,E02000121,Brent 029,Alperton Sainsbury's  Athlon Road,POINT (-0.302581 51.5379)
490005380N,E02000121,Brent 029,Clayton Avenue,POINT (-0.297008 51.54465)
490009555S,E02000121,Brent 029,Manor Farm Road,POINT (-0.305744 51.53853)
490012548S,E02000121,Brent 029,Stanley Avenue Ealing Road,POINT (-0.297136 51.54354)
490003266N,E02000121,Brent 029,Vicars Bridge Close,POINT (-0.297709 51.53591)
490007198E,E02000121,Brent 029,Glacier Way,POINT (-0.298826 51.53767)
490007198G,E02000121,Brent 029,Glacier Way,POINT (-0.299071 51.53767)
490003268W1,E02000121,Brent 029,Glacier Way,POINT (-0.302105 51.53789)
490003264C,E02000121,Brent 029,Alperton,POINT (-0.301203 51.54044)
490003264D,E02000121,Brent 029,Alperton,POINT (-0.301395 51.54032)
490005414N,E02000121,Brent 029,Clifford Road (HA0),POINT (-0.306286 51.54451)
490005414S,E02000121,Brent 029,Clifford Road (HA0),POINT (-0.305259 51.54342)
4.90E+10,E02000121,Brent 029,Alperton Sainsbury's,POINT (-0.3021 51.53802)
490010088E,E02000121,Brent 029,Mount Pleasant,POINT (-0.294753 51.54209)
490010088W,E02000121,Brent 029,Mount Pleasant,POINT (-0.29516 51.54201)
490001207E,E02000308,Enfield 032,New Southgate Station,POINT (-0.143119 51.61497)
490001207N,E02000308,Enfield 032,New Southgate Station,POINT (-0.142963 51.61454)
490008265E,E02000308,Enfield 032,Hobart Corner,POINT (-0.136555 51.61157)
490008265N,E02000308,Enfield 032,Hobart Corner,POINT (-0.136661 51.61147)
490009427E,E02000308,Enfield 032,Lower Park Road,POINT (-0.139353 51.61238)
490009427N,E02000308,Enfield 032,Lower Park Road,POINT (-0.139645 51.61194)
490014618E,E02000308,Enfield 032,Whitmore Close,POINT (-0.141846 51.61358)
490014618W,E02000308,Enfield 032,Whitmore Close,POINT (-0.142256 51.6138)
490000009A,E02000308,Enfield 032,Arnos Grove,POINT (-0.133377 51.61618)
490000009W,E02000308,Enfield 032,Arnos Grove,POINT (-0.132952 51.61596)
490003953D,E02000308,Enfield 032,Betstyle Circus,POINT (-0.139872 51.6163)
490011439E,E02000308,Enfield 032,Betstyle Road Arnos Grove,POINT (-0.138077 51.6164)
490011439W,E02000308,Enfield 032,Ravenscraig Road,POINT (-0.13596 51.61623)
490013190E,E02000308,Enfield 032,Telford Road Palmers Green,POINT (-0.126523 51.61459)
490017817W,E02000308,Enfield 032,Arnos Grove Swimming Pool,POINT (-0.130032 51.61567)
490003953E,E02000308,Enfield 032,Betstyle Circus,POINT (-0.140841 51.61733)
490003953F,E02000308,Enfield 032,Betstyle Road,POINT (-0.140011 51.6182)
490004448N,E02000308,Enfield 032,Brookdale,POINT (-0.137786 51.61996)
490004448S,E02000308,Enfield 032,Brookdale,POINT (-0.137957 51.61968)
490010052S,E02000308,Enfield 032,Morton Way,POINT (-0.135874 51.62116)
490004193E,E02000308,Enfield 032,Bounds Green Road,POINT (-0.136538 51.61095)
4.90E+09,E02000308,Enfield 032,Arnos Grove,POINT (-0.1335 51.61633)
490000009W1,E02000308,Enfield 032,Arnos Grove,POINT (-0.13376 51.61599)
490007178X,E02000559,Islington 006,Gillespie Road,POINT (-0.098406 51.56051)
490009986V,E02000559,Islington 006,Monsell Road,POINT (-0.099999 51.56177)
490011601Y,E02000559,Islington 006,Riversdale Road Blackstock Rd,POINT (-0.09852 51.55847)
490011601Z,E02000559,Islington 006,Riversdale Road Blackstock Rd,POINT (-0.0986 51.55794)
490011623P,E02000559,Islington 006,Rock Street,POINT (-0.104226 51.56384)
490000083S,E02000559,Islington 006,Finsbury Park,POINT (-0.10638 51.56374)
490003158S,E02000400,Haringey 004,Albert Road Muswell Hill,POINT (-0.131603 51.60167)
490014061S,E02000400,Haringey 004,Victoria Road (N22),POINT (-0.13499 51.60007)
490014844N,E02000400,Haringey 004,Woodfield Way,POINT (-0.126417 51.6056)
490014844S,E02000400,Haringey 004,Woodfield Way,POINT (-0.127328 51.60487)
490000028A,E02000400,Haringey 004,Bounds Green,POINT (-0.124567 51.60704)
490000028B,E02000400,Haringey 004,Bounds Green,POINT (-0.125352 51.60727)
490009852E,E02000400,Haringey 004,Cline Road,POINT (-0.131714 51.61024)
490009852W,E02000400,Haringey 004,Cline Road,POINT (-0.132552 51.61023)
490010277E,E02000400,Haringey 004,Nightingale Road (N22),POINT (-0.119569 51.60216)
490010277W,E02000400,Haringey 004,Nightingale Road (N22),POINT (-0.120127 51.6023)
490010729E,E02000400,Haringey 004,Palace Road (N11),POINT (-0.122804 51.606)
490010729F,E02000400,Haringey 004,Palace Road (N11),POINT (-0.122355 51.60535)
490014255E,E02000400,Haringey 004,Warwick Road (N11),POINT (-0.128121 51.60911)
490014255W,E02000400,Haringey 004,Warwick Road (N11),POINT (-0.127437 51.60853)
490001005C,E02000400,Haringey 004,Alexandra Palace,POINT (-0.120018 51.59828)
490001005D,E02000400,Haringey 004,Alexandra Palace,POINT (-0.119636 51.59809)
490003217W,E02000400,Haringey 004,Alexandra Road (N11),POINT (-0.14309 51.60895)
490003804E,E02000531,Hounslow 006,Beech Avenue,POINT (-0.316099 51.48104)
490004292F,E02000531,Hounslow 006,Market Place Brentford,POINT (-0.307327 51.48339)
490004296E,E02000531,Hounslow 006,Brent Lea,POINT (-0.31357 51.48204)
490004296W,E02000531,Hounslow 006,Brent Lea,POINT (-0.314303 51.4817)
490013141E,E02000531,Hounslow 006,Syon Lane,POINT (-0.319104 51.47999)
490013141W,E02000531,Hounslow 006,Syon Lane,POINT (-0.318278 51.48012)
4900063001,E02000531,Hounslow 006,Great West Road Brentford,POINT (-0.303744 51.4907)
490006300R,E02000531,Hounslow 006,Ealing Road,POINT (-0.305392 51.4913)
490007421P,E02000531,Hounslow 006,Boston Manor Road,POINT (-0.316049 51.48707)
490007424O,E02000531,Hounslow 006,Boston Manor Road,POINT (-0.314519 51.48794)
4900147722,E02000531,Hounslow 006,Windmill Road South Ealing,POINT (-0.307401 51.49034)
490014772Q,E02000531,Hounslow 006,Windmill Road South Ealing,POINT (-0.309795 51.48989)
490000027B,E02000531,Hounslow 006,Boston Manor,POINT (-0.324142 51.49576)
490004167N,E02000531,Hounslow 006,Swyncombe Avenue,POINT (-0.320767 51.49431)
490004167S,E02000531,Hounslow 006,Swyncombe Avenue,POINT (-0.320162 51.49431)
490004294H,E02000531,Hounslow 006,Half Acre,POINT (-0.307204 51.48479)
490005314S,E02000531,Hounslow 006,Brentford,POINT (-0.311619 51.4877)
490005314T,E02000531,Hounslow 006,Brentford,POINT (-0.312255 51.48802)
490007424N,E02000531,Hounslow 006,Great West Road  Boston Manor Road,POINT (-0.314614 51.48888)
490007424S,E02000531,Hounslow 006,Great West Road  Boston Manor Road,POINT (-0.313919 51.4886)
490009593S,E02000531,Hounslow 006,Manor Vale,POINT (-0.316064 51.49057)
490013524N,E02000531,Hounslow 006,The Ride,POINT (-0.317382 51.49155)
490013524S,E02000531,Hounslow 006,The Ride,POINT (-0.317687 51.49228)
490014768K,E02000531,Hounslow 006,Windmill Road Brentford,POINT (-0.308138 51.48639)
490014768L,E02000531,Hounslow 006,Windmill Road Brentford,POINT (-0.308616 51.4867)
490001291S,E02000531,Hounslow 006,Syon Lane Station,POINT (-0.324177 51.48185)
490004288N,E02000531,Hounslow 006,Brentford Bus Depot,POINT (-0.315073 51.48426)
490005521N,E02000531,Hounslow 006,Commerce Road  Brentford Lock,POINT (-0.31324 51.4828)
490005521S,E02000531,Hounslow 006,Commerce Road  Brentford Lock,POINT (-0.313219 51.48298)
490010618S1,E02000531,Hounslow 006,Orchard Road (TW8),POINT (-0.308416 51.48901)
490012682N,E02000531,Hounslow 006,St Faith's Church,POINT (-0.310557 51.4911)
490012682S,E02000531,Hounslow 006,St Faith's Church,POINT (-0.309861 51.49082)
490014768M,E02000531,Hounslow 006,Boston Manor Road Brentford,POINT (-0.308059 51.48697)
490007053E,E02000385,Hammersmith and Fulham 014,Fulham Pools,POINT (-0.20789 51.48385)
490000265A,E02000385,Hammersmith and Fulham 014,West Kensington,POINT (-0.206632 51.49056)
490000265B,E02000385,Hammersmith and Fulham 014,West Kensington,POINT (-0.206485 51.48992)
490000035A,E02000568,Islington 015,Caledonian Road Station,POINT (-0.117962 51.5481)
490000035D,E02000568,Islington 015,Caledonian Road Station,POINT (-0.118149 51.54812)
490001043K,E02000568,Islington 015,Caledonian Road & Barnsbury Station,POINT (-0.11765 51.54344)
490001043L,E02000568,Islington 015,Caledonian Road & Barnsbury Station,POINT (-0.117189 51.54204)
490007615G,E02000568,Islington 015,H M Prison Pentonville,POINT (-0.118031 51.54609)
490007615H,E02000568,Islington 015,H M Prison Pentonville,POINT (-0.117803 51.54532)
490008422S,E02000568,Islington 015,Cliff Road,POINT (-0.128329 51.54853)
490012345W1,E02000568,Islington 015,Camden Park Road,POINT (-0.126632 51.54631)
490018537E,E02000568,Islington 015,North Rd  Goodinge Health Cen,POINT (-0.12573 51.54791)
490018537W,E02000568,Islington 015,Goodinge Health Centre,POINT (-0.125618 51.54782)
490018538E,E02000568,Islington 015,Pleasance Theatre,POINT (-0.121292 51.54921)
490018538W,E02000568,Islington 015,North Road  Pleasance Theatre,POINT (-0.122086 51.54884)
490004306S,E02000568,Islington 015,Brewery Road (N7),POINT (-0.126107 51.54434)
490013992S,E02000568,Islington 015,Vale Royal,POINT (-0.125459 51.54187)
490009661E,E02000568,Islington 015,Caledonian Rd  Market Rd Gardens,POINT (-0.119426 51.54689)
490009661F,E02000568,Islington 015,Market Road Gardens,POINT (-0.119604 51.54677)
490015023E,E02000568,Islington 015,York Way Estate,POINT (-0.12556 51.54537)
490015023W,E02000568,Islington 015,York Way Estate,POINT (-0.125496 51.54518)
490004316N,E02000568,Islington 015,Ellington Street,POINT (-0.112761 51.54623)
490014401N,E02000568,Islington 015,Westbourne Road  Jupiter Way,POINT (-0.114215 51.54768)
490000135A,E02000977,Westminster 018,Leicester Square,POINT (-0.128474 51.51055)
490000135B,E02000977,Westminster 018,Leicester Square,POINT (-0.128331 51.51159)
490003112J,E02000977,Westminster 018,Bedford Street,POINT (-0.123193 51.50967)
490004695N,E02000977,Westminster 018,Cambridge Circus,POINT (-0.128711 51.51251)
490008932T,E02000977,Westminster 018,Lancaster Place,POINT (-0.118935 51.51052)
490011938U,E02000977,Westminster 018,Savoy Street,POINT (-0.120481 51.51077)
490012247A,E02000977,Westminster 018,Southampton Street  Covent Garden,POINT (-0.121823 51.5104)
490013766G,E02000977,Westminster 018,Trafalgar SquareCharing Cross,POINT (-0.126232 51.50864)
490013766H,E02000977,Westminster 018,Charing Cross,POINT (-0.12552 51.50843)
490013767C,E02000977,Westminster 018,Trafalgar Square,POINT (-0.127407 51.50812)
490016161S,E02000977,Westminster 018,St Martin's Place,POINT (-0.127869 51.50985)
490020255S,E02000977,Westminster 018,Lancaster Place  Somerset House,POINT (-0.118444 51.51054)
490000293Z,E02000977,Westminster 018,Aldwych  Australia House,POINT (-0.115429 51.51306)
490003191D,E02000977,Westminster 018,Aldwych,POINT (-0.118887 51.51239)
490011757L,E02000977,Westminster 018,The Royal Courts of Justice,POINT (-0.114602 51.5132)
490011757P,E02000977,Westminster 018,The Royal Courts of Justice,POINT (-0.113531 51.51296)
490019703Z,E02000977,Westminster 018,Aldwych  Drury Lane,POINT (-0.118806 51.51226)
490019703E,E02000977,Westminster 018,Aldwych  Drury Lane,POINT (-0.118517 51.51264)
490000093PB,E02000977,Westminster 018,Green Park,POINT (-0.142554 51.50701)
490000093PE,E02000977,Westminster 018,Green Park,POINT (-0.142841 51.50668)
490000179S,E02000977,Westminster 018,Piccadilly Circus,POINT (-0.13627 51.50915)
490006008W,E02000977,Westminster 018,Dean Street  Chinatown,POINT (-0.130937 51.51235)
490007492E,E02000977,Westminster 018,Green Park  Constitution Hill,POINT (-0.147792 51.50399)
490010526G,E02000977,Westminster 018,Old Bond Street Royal Academy,POINT (-0.139801 51.50809)
490010574D,E02000977,Westminster 018,Old Park Lane  Hard Rock Cafe,POINT (-0.148025 51.50428)
490011748H,E02000977,Westminster 018,Old Bond Street Royal Academy,POINT (-0.13936 51.50829)
490011791K,E02000977,Westminster 018,Trocadero  Haymarket,POINT (-0.133391 51.51119)
490007960R,E02000977,Westminster 018,Haymarket  Jermyn Street,POINT (-0.132732 51.50968)
490011515Z,E02000977,Westminster 018,Regent Street  St James's,POINT (-0.134068 51.50873)
490013767B,E02000977,Westminster 018,Trafalgar Square,POINT (-0.129544 51.50764)
490013767T,E02000977,Westminster 018,Trafalgar Square,POINT (-0.129909 51.50753)
490007960P,E02000977,Westminster 018,Haymarket  Charles II Street,POINT (-0.132098 51.50898)
490008376N,E02000977,Westminster 018,Horse Guards Parade,POINT (-0.126406 51.50405)
490011516Y,E02000977,Westminster 018,Regent Street  St James's,POINT (-0.134232 51.50894)
490013767A,E02000977,Westminster 018,Trafalgar Square,POINT (-0.129804 51.50763)
490014585N,E02000977,Westminster 018,Whitehall  Trafalgar Square,POINT (-0.126992 51.50627)
490009277B,E02000977,Westminster 018,London Hilton Hotel,POINT (-0.150891 51.50537)
490003191F,E02000977,Westminster 018,Aldwych  Kingsway,POINT (-0.117948 51.51314)
490011757M,E02000977,Westminster 018,The Royal Courts of Justice,POINT (-0.114165 51.51331)
490013766F,E02000977,Westminster 018,Trafalgar SquareCharing Cross,POINT (-0.126194 51.50816)
490013766K,E02000977,Westminster 018,Trafalgar SquareCharing Cross,POINT (-0.126345 51.508)
490019703Y,E02000977,Westminster 018,Aldwych  Drury Lane,POINT (-0.118309 51.51278)
490014585M,E02000977,Westminster 018,Whitehall  Trafalgar Square,POINT (-0.127142 51.50648)
490019475P,E02000977,Westminster 018,Whitehall  Horseguards Avenue,POINT (-0.126456 51.50529)
490013767D,E02000977,Westminster 018,Trafalgar Square,POINT (-0.127058 51.50819)
490000372Z,E02000977,Westminster 018,Aldwych  Bush House,POINT (-0.117009 51.51319)
490010574C,E02000977,Westminster 018,Old Park Lane  Hard Rock Cafe,POINT (-0.148408 51.50408)
490013766E,E02000977,Westminster 018,Charing Cross,POINT (-0.126487 51.50804)
490013767S,E02000977,Westminster 018,Trafalgar Square,POINT (-0.129451 51.50745)
490004996U,E02000977,Westminster 018,Charles II Street,POINT (-0.133077 51.50794)
490013767X,E02000977,Westminster 018,Trafalgar Square,POINT (-0.126726 51.50716)
490000093PA,E02000977,Westminster 018,Green Park,POINT (-0.143809 51.50734)
490003923N,E02000977,Westminster 018,Berkeley Square,POINT (-0.146349 51.50937)
490003924F,E02000977,Westminster 018,Berkeley Street,POINT (-0.143012 51.50815)
490013767W,E02000977,Westminster 018,Trafalgar Square,POINT (-0.126501 51.50735)
490010203N,E02000287,Enfield 011,New Cottage Farm,POINT (-0.15952 51.68403)
490005455E,E02000287,Enfield 011,Cockfosters Road,POINT (-0.144826 51.64535)
490005455W,E02000287,Enfield 011,Cockfosters Road,POINT (-0.144904 51.64521)
490010869E,E02000287,Enfield 011,Peace Close,POINT (-0.138559 51.64592)
490010869W,E02000287,Enfield 011,Peace Close,POINT (-0.139756 51.64561)
490000053B,E02000287,Enfield 011,Cockfosters,POINT (-0.149764 51.65152)
490000053N2,E02000287,Enfield 011,Cockfosters,POINT (-0.149939 51.65148)
490020358E,E02000287,Enfield 011,Belmont Avenue,POINT (-0.151022 51.65007)
490000877Z,E02000287,Enfield 011,Reservoir Road  Bramley Road,POINT (-0.135254 51.64649)
490013790D,E02000287,Enfield 011,Freston Gardens,POINT (-0.147103 51.64728)
490013790N,E02000287,Enfield 011,Freston Gardens,POINT (-0.147657 51.64823)
490000053A,E02000287,Enfield 011,Cockfosters,POINT (-0.150104 51.65169)
490003814B,E02000287,Enfield 011,Beech Hill,POINT (-0.1579 51.66797)
490003814C,E02000287,Enfield 011,Beech Hill,POINT (-0.157635 51.66737)
490004243N,E02000287,Enfield 011,Bramley Road (N14),POINT (-0.146232 51.64454)
490005572N,E02000287,Enfield 011,Coombehurst Close,POINT (-0.153915 51.6593)
490005572S,E02000287,Enfield 011,Coombehurst Close,POINT (-0.153622 51.65903)
490006868N,E02000287,Enfield 011,Greenoak Place,POINT (-0.154847 51.66233)
490006868S,E02000287,Enfield 011,Greenoak Place,POINT (-0.154335 51.66175)
490012200N,E02000287,Enfield 011,Slopers Pond Farm,POINT (-0.162317 51.67426)
490012200S,E02000287,Enfield 011,Slopers Pond Farm,POINT (-0.162622 51.6753)
490013787N,E02000287,Enfield 011,Trent Country Park,POINT (-0.152564 51.65518)
490013787S,E02000287,Enfield 011,Trent Country Park,POINT (-0.151955 51.65452)
490014115N,E02000287,Enfield 011,Waggon Road,POINT (-0.161096 51.67189)
490014115S,E02000287,Enfield 011,Waggon Road,POINT (-0.16035 51.67104)
490001130W,E02000287,Enfield 011,Hadley Wood,POINT (-0.176098 51.6682)
4.90E+09,E02000287,Enfield 011,Parkgate Avenue,POINT (-0.174471 51.6662)
490005750S,E02000287,Enfield 011,Crescent West,POINT (-0.17875 51.66588)
490008929W,E02000287,Enfield 011,Lancaster Avenue,POINT (-0.16213 51.6685)
490018566E,E02000287,Enfield 011,Camlet Way  Beech Hill Avenue,POINT (-0.174124 51.66622)
490019552E,E02000287,Enfield 011,Pagitts Grove,POINT (-0.183724 51.6641)
490019552W,E02000287,Enfield 011,Pagitts Grove,POINT (-0.183733 51.66385)
490019554S,E02000287,Enfield 011,Newmans Way,POINT (-0.174023 51.66334)
490019555E,E02000287,Enfield 011,Greenbrook Avenue,POINT (-0.1714 51.66348)
490019556N,E02000287,Enfield 011,Wood Ride,POINT (-0.170536 51.6659)
490019558E,E02000287,Enfield 011,Beech Hill,POINT (-0.158143 51.66768)
490019560W,E02000287,Enfield 011,Duchy Road,POINT (-0.168393 51.66848)
490020376E,E02000287,Enfield 011,Hadley Wood Golf Club,POINT (-0.164568 51.66687)
490023075E,E02000287,Enfield 011,Broadgates Avenue,POINT (-0.180637 51.66499)
490023075W,E02000287,Enfield 011,Broadgates Avenue,POINT (-0.180688 51.66481)
490000066B,E02000501,Hillingdon 008,Eastcote,POINT (-0.397326 51.57622)
490000066K,E02000501,Hillingdon 008,Eastcote,POINT (-0.39727 51.57616)
490010030N,E02000501,Hillingdon 008,Morford Way,POINT (-0.398794 51.57757)
490010030S,E02000501,Hillingdon 008,Morford Way,POINT (-0.399062 51.57814)
490013301N,E02000501,Hillingdon 008,Whitby Road,POINT (-0.390088 51.56948)
490013301S,E02000501,Hillingdon 008,Whitby Road,POINT (-0.390237 51.56977)
490009608E,E02000501,Hillingdon 008,Mansfield Avenue,POINT (-0.405082 51.57233)
490009608W,E02000501,Hillingdon 008,Mansfield Avenue,POINT (-0.404155 51.57243)
490016302E,E02000501,Hillingdon 008,Dulverton Road (HA4),POINT (-0.40846 51.57144)
490016302W,E02000501,Hillingdon 008,Dulverton Road (HA4),POINT (-0.408569 51.57124)
490019123E,E02000501,Hillingdon 008,Oak Grove,POINT (-0.402116 51.57296)
490019123W,E02000501,Hillingdon 008,Oak Grove,POINT (-0.401654 51.57297)
490000063S,E02000264,Ealing 027,Ealing Common,POINT (-0.288374 51.5107)
490000063U,E02000264,Ealing 027,Ealing Common,POINT (-0.287445 51.51011)
490003089A,E02000264,Ealing 027,Denehurst Gardens,POINT (-0.277496 51.50834)
490004009E,E02000264,Ealing 027,Birch Grove,POINT (-0.28406 51.50929)
490004009W,E02000264,Ealing 027,Birch Grove,POINT (-0.285394 51.50946)
490007749W,E02000264,Ealing 027,Hanger Lane,POINT (-0.293235 51.51172)
490013879R,E02000264,Ealing 027,Twyford Avenue Acton,POINT (-0.281505 51.50865)
490013879W,E02000264,Ealing 027,Twyford Avenue Acton,POINT (-0.282041 51.50856)
490003077P,E02000264,Ealing 027,Mill Hill Road,POINT (-0.278288 51.50606)
490003077T,E02000264,Ealing 027,Hillcrest Road (W3),POINT (-0.278294 51.50628)
490000002A,E02000264,Ealing 027,Acton Town,POINT (-0.281007 51.50273)
490007602E,E02000264,Ealing 027,Gunnersbury Avenue (W3),POINT (-0.283541 51.50164)
490010522E,E02000264,Ealing 027,Gunnersbury Park,POINT (-0.288035 51.50091)
490009031N,E02000264,Ealing 027,Layer Gardens,POINT (-0.281865 51.51172)
490009031S,E02000264,Ealing 027,Layer Gardens,POINT (-0.281698 51.51155)
490009481N,E02000264,Ealing 027,Lynton Road,POINT (-0.282499 51.51478)
490013882N,E02000264,Ealing 027,Twyford Crescent,POINT (-0.281263 51.50933)
490013882S,E02000264,Ealing 027,Twyford Crescent,POINT (-0.281097 51.50915)
490000064C,E02000591,Kensington and Chelsea 015,Earl's Court Station,POINT (-0.196577 51.49059)
490010187K,E02000591,Kensington and Chelsea 015,Nevern Place,POINT (-0.194453 51.49331)
490014257E,E02000591,Kensington and Chelsea 015,West Cromwell Road,POINT (-0.201143 51.49316)
490003106W,E02000591,Kensington and Chelsea 015,Warwick Gardens (W14),POINT (-0.203175 51.49753)
490008652C,E02000591,Kensington and Chelsea 015,Kensington (Olympia) Station,POINT (-0.20641 51.49624)
490014256D,E02000591,Kensington and Chelsea 015,West Cromwell Road  Tesco,POINT (-0.199684 51.49325)
490014257N,E02000591,Kensington and Chelsea 015,Warwick Road Tesco,POINT (-0.201116 51.49312)
490000064N,E02000591,Kensington and Chelsea 015,Earl's Court Station,POINT (-0.197279 51.49104)
490000083AP,E02000558,Islington 005,Finsbury Park Interchange,POINT (-0.10571 51.56425)
490000083G,E02000558,Islington 005,Finsbury Park Interchange,POINT (-0.105692 51.56469)
490000083R,E02000558,Islington 005,Finsbury Park,POINT (-0.10624 51.564)
490000083X,E02000558,Islington 005,Fonthill Road,POINT (-0.107948 51.56317)
490003929S,E02000558,Islington 005,Berriman Road,POINT (-0.110416 51.55966)
490006272E,E02000558,Islington 005,Durham Road (N7),POINT (-0.110936 51.56208)
490006889Z,E02000558,Islington 005,Isledon Road,POINT (-0.107709 51.56266)
490008368S,E02000558,Islington 005,Sobell Centre,POINT (-0.111914 51.55799)
490000083H,E02000558,Islington 005,Finsbury Park Interchange,POINT (-0.105613 51.56484)
490006889W,E02000558,Islington 005,Isledon Road,POINT (-0.107781 51.56233)
490013692N,E02000558,Islington 005,Tollington Park Holloway,POINT (-0.117972 51.56291)
490010603N,E02000592,Kensington and Chelsea 016,Onslow Square,POINT (-0.172266 51.49227)
490015173D,E02000592,Kensington and Chelsea 016,South Kensington Stn  Old Brompton Rd,POINT (-0.173746 51.49345)
490015421E,E02000592,Kensington and Chelsea 016,Royal Brompton Hosp  Royal Marsden Hosp,POINT (-0.173725 51.49072)
490005797N,E02000592,Kensington and Chelsea 016,Natural History Museum Cromwell Road,POINT (-0.179115 51.495)
490005797S,E02000592,Kensington and Chelsea 016,Natural History Museum Cromwell Road,POINT (-0.17899 51.49597)
490007839E,E02000592,Kensington and Chelsea 016,Harrington Road,POINT (-0.178641 51.49426)
490011324C,E02000592,Kensington and Chelsea 016,Queensberry Place,POINT (-0.176877 51.49405)
490011324W,E02000592,Kensington and Chelsea 016,Queensberry Place,POINT (-0.177228 51.49391)
490006956D,E02000592,Kensington and Chelsea 016,Ashburn Gardens,POINT (-0.185248 51.49476)
490015062W,E02000592,Kensington and Chelsea 016,Gloucester Road,POINT (-0.181274 51.49507)
490005754E,E02000592,Kensington and Chelsea 016,Cresswell Gardens,POINT (-0.183573 51.49086)
490010600E,E02000592,Kensington and Chelsea 016,Onslow Gardens South Kensington,POINT (-0.179011 51.49182)
490010600W,E02000592,Kensington and Chelsea 016,Onslow Gardens South Kensington,POINT (-0.17887 51.49176)
490015071E,E02000592,Kensington and Chelsea 016,Gloucester Road (SW7),POINT (-0.181014 51.49109)
490015071W,E02000592,Kensington and Chelsea 016,Gloucester Road (SW7),POINT (-0.180379 51.49112)
490000086A,E02000592,Kensington and Chelsea 016,Gloucester Road,POINT (-0.182573 51.49426)
490000086B,E02000592,Kensington and Chelsea 016,Gloucester Road,POINT (-0.182249 51.49409)
490012545E,E02000592,Kensington and Chelsea 016,Stanhope Gardens,POINT (-0.179698 51.49377)
490012545W,E02000592,Kensington and Chelsea 016,Stanhope Gardens,POINT (-0.179181 51.49371)
490014048N,E02000592,Kensington and Chelsea 016,South Kensington Museums,POINT (-0.174119 51.49782)
490000235P,E02000193,Camden 028,Tottenham Court Road Station  New Oxford Street,POINT (-0.128321 51.51676)
490000235X,E02000193,Camden 028,Tottenham Court Road Station,POINT (-0.128122 51.51669)
490004114X,E02000193,Camden 028,Bloomsbury Square,POINT (-0.122076 51.51859)
490007834C,E02000193,Camden 028,Red Lion Square,POINT (-0.119117 51.52011)
490007834F,E02000193,Camden 028,Red Lion Square,POINT (-0.118964 51.51997)
490010131W,E02000193,Camden 028,Museum Street,POINT (-0.124604 51.51741)
490010131WB,E02000193,Camden 028,Museum Street,POINT (-0.124338 51.51758)
490018901W,E02000193,Camden 028,Bloomsbury Square,POINT (-0.121716 51.5186)
490000044E,E02000193,Camden 028,Chancery Lane,POINT (-0.112413 51.51838)
490000044F,E02000193,Camden 028,Chancery Lane,POINT (-0.112177 51.51817)
490004514E,E02000193,Camden 028,Brownlow Street,POINT (-0.115 51.51822)
490004514W,E02000193,Camden 028,Brownlow Street,POINT (-0.114645 51.5181)
490011244J,E02000193,Camden 028,Procter Street,POINT (-0.119161 51.51833)
490015239K,E02000193,Camden 028,Holborn Station,POINT (-0.118482 51.51767)
490000235W1,E02000193,Camden 028,Tottenham Court Road Station,POINT (-0.128486 51.51555)
490000356NE,E02000193,Camden 028,Tottenham Court Road  Great Russell Street,POINT (-0.129926 51.51733)
490000112M,E02000193,Camden 028,Kingsway  Holborn Station,POINT (-0.11976 51.51674)
490000112P,E02000193,Camden 028,Holborn Station,POINT (-0.120214 51.51693)
490000112N,E02000193,Camden 028,Holborn Station,POINT (-0.120144 51.51687)
490000200D,E02000193,Camden 028,Russell Square,POINT (-0.125514 51.52087)
